Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ryan Finley,,,QB,4300,CIN,@BAL,19.0,BAL by 13,8%,-18%,10%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Hunter Henry,2,,TE,4300,LAC,@NO,21.5,NO by 7.5,-5%,-18%,89%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.5,6.6,0.5,9.4,11,10.1,10.6,10.6,7.0,14.2,13.0,3.0,12.3,2.9
Justin Jackson,2,,RB,4300,LAC,@NO,21.5,NO by 7.5,-5%,-18%,-6%,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.2,0.0,1.6,1.0,1.0,1.7,0.0,6.0,16,2.3,2.3,2.3,-0.4,4.9,8.5,2.0,14.4,3.3
Geno Smith,,,QB,4300,SEA,MIN,32.3,SEA by 7,17%,13%,4%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Mo Alie-Cox,3,,TE,4200,IND,@CLE,23.8,IND by 1.5,24%,-24%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.3,2.9,1.0,14.9,5,13.8,11.4,11.4,4.8,17.9,6.7,1.6,0.0,0.0
Reggie Bonnafon,,,RB,4200,CAR,@ATL,26.8,ATL by 1,37%,-11%,15%,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.8,0.5,5.8,1.0,1.0,0.2,0.5,9.0,2,8.4,8.4,8.4,-1.2,17.9,1.0,0.2,0.0,0.0
Kendrick Bourne,,,WR,4200,SF,MIA,29.3,SF by 9,14%,4%,13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.5,4.5,0.5,9.0,7,9.1,8.2,8.2,5.5,10.9,7.2,1.7,11.0,2.6
Andy Isabella,,,WR,4200,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,-6.0,3.0,2.3,2.9,0.5,13.0,5,10.4,7.8,7.8,-1.2,16.8,5.6,1.3,5.0,1.2
Dion Lewis,,,RB,4200,NYG,@DAL,22.3,DAL by 9.5,3%,44%,-5%,0.0,0.0,0.0,0.0,0.0,4.0,3.3,2.4,0.3,2.4,3.7,3.0,2.6,0.5,4.5,8,7.1,5.4,5.4,-1.6,12.4,4.4,1.0,2.1,0.5
Phillip Lindsay,,,RB,4200,DEN,@NE,,,-6%,-4%,-19%,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.8,1.0,3.4,1.0,1.0,2.9,1.0,11.0,15,4.5,4.5,4.5,4.5,4.5,0.0,0.0,0.0,0.0
Matt Breida,,,RB,4200,MIA,@SF,20.3,SF by 9,-26%,-7%,-45%,0.0,0.0,0.0,0.0,0.0,4.3,4.5,4.5,0.8,4.0,1.7,1.3,1.2,0.0,8.2,9,4.4,3.8,3.8,0.6,7.1,3.9,0.9,6.9,1.6
Jalen Hurts,,,QB,4200,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-31%,0.0,0.0,0.6,0.0,0.0,1.7,1.7,0.2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,1,0.9,0.9,0.9,0.0,1.8,0.2,0.0,0.7,0.2
Colt McCoy,,,QB,4200,NYG,@DAL,22.3,DAL by 9.5,3%,44%,15%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Case Keenum,,,QB,4200,CLE,IND,22.3,IND by 1.5,-36%,-36%,-46%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Blaine Gabbert,,,QB,4200,TB,@CHI,24.0,TB by 3.5,-8%,-4%,-39%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Chase Claypool,1,,WR,4100,PIT,PHI,25.3,PIT by 7,-3%,-9%,1%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0,8.0,3.0,3.0,3.5,0.0,16.8,6,9.3,9.3,9.3,1.8,16.8,6.5,1.6,45.6,11.1
Parris Campbell,,O,WR,4100,IND,@CLE,23.8,IND by 1.5,24%,-24%,40%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,8.0,0.0,2.3,0.0,0.0,7.9,0,0.2,3.7,3.7,-3.2,10.6,0.0,0.0,0.0,0.0
Jalen Reagor,,O,WR,4100,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,12.0,0,7.3,7.3,7.3,6.2,8.4,0.0,0.0,0.0,0.0
Austin Hooper,1,,TE,4100,CLE,IND,22.3,IND by 1.5,-36%,-36%,-66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.3,5.0,0.5,5.6,8,8.0,6.9,6.9,1.8,12.0,9.0,2.2,10.7,2.6
Giovani Bernard,,,RB,4100,CIN,@BAL,19.0,BAL by 13,8%,-18%,-13%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.9,0.3,7.3,3.3,3.8,3.6,1.0,6.5,10,6.0,6.2,6.2,3.2,9.1,4.2,1.0,1.4,0.3
Preston Williams,,,WR,4100,MIA,@SF,20.3,SF by 9,-26%,-7%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.3,4.9,1.0,5.2,8,6.3,6.2,6.2,4.4,8.0,7.2,1.8,23.6,5.8
Brandin Cooks,4,,WR,4100,HOU,JAX,30.0,HOU by 6,5%,16%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.3,5.3,5.5,0.3,6.6,9,6.6,6.0,6.0,-0.2,12.1,10.6,2.6,33.1,8.1
Duke Johnson,1,,RB,4100,HOU,JAX,30.0,HOU by 6,5%,16%,29%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.8,0.0,3.8,2.5,2.5,3.2,0.5,4.2,13,4.5,4.5,4.5,0.1,8.8,7.4,1.8,2.9,0.7
Chris Streveler,,,QB,4100,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-8%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.1,0.1,-0.1,0.3,0.0,0.0,0.0,0.0
Kyle Allen,3,Q,QB,4100,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,35.7,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,15.4,3.8,9.7,2.4
Nathan Peterman,,,QB,4100,LV,@KC,21.5,KC by 13,-22%,35%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,,,QB,4100,KC,LV,34.5,KC by 13,0%,15%,-8%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Andy Dalton,,,QB,4100,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,-16%,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.4,0.8
Taysom Hill,,,QB,4100,NO,LAC,29.0,NO by 7.5,5%,-7%,19%,0.0,0.3,0.4,0.0,38.0,2.3,2.5,1.4,1.0,3.3,0.7,0.8,0.0,0.0,7.7,3,1.3,2.3,2.3,0.2,4.4,1.9,0.5,7.3,1.8
Eric Ebron,10,,TE,4000,PIT,PHI,25.3,PIT by 7,-3%,-9%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,5.1,0.7,8.1,8,8.8,8.8,8.8,1.9,15.6,10.2,2.5,8.3,2.1
Marlon Mack,,O,RB,4000,IND,@CLE,23.8,IND by 1.5,24%,-24%,-9%,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,6.5,3.0,3.0,0.0,0.0,10.0,0,8.6,8.6,8.6,8.6,8.6,0.0,0.0,0.0,0.0
Saquon Barkley,,O,RB,4000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,-5%,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,1.5,1.8,4.5,4.5,0.0,1.0,6.7,0,7.7,7.7,7.7,0.8,14.6,0.0,0.0,0.0,0.0
Brian Hill,1,,RB,4000,ATL,CAR,27.8,ATL by 1,-9%,5%,47%,0.0,0.0,0.0,0.0,0.0,5.3,4.8,6.5,0.5,4.9,2.3,2.3,1.3,0.3,6.0,12,7.9,7.0,7.0,1.6,12.3,7.1,1.8,7.4,1.9
J.D. McKissic,1,,RB,4000,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,0.0,0.0,0.0,5.0,4.5,3.7,0.8,4.0,4.0,4.3,4.1,0.5,4.6,13,8.0,6.2,6.2,2.1,10.4,6.8,1.7,10.9,2.7
Anthony McFarland Jr.,,,RB,4000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-8%,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.3,0.0,7.0,2.0,2.0,1.3,0.0,3.5,9,5.9,5.9,5.9,5.9,5.9,2.6,0.7,0.6,0.1
Chris Thompson,,,RB,4000,JAX,@HOU,24.0,HOU by 6,-15%,52%,36%,0.0,0.0,0.0,0.0,0.0,1.3,1.0,1.5,0.0,2.5,3.3,3.0,3.1,0.8,5.1,7,6.8,5.8,5.8,0.4,11.2,5.3,1.3,7.2,1.8
Kalen Ballage,,,RB,4000,NYJ,ARI,19.8,ARI by 7,-5%,4%,16%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,4.3,3.3,3.3,0.5,0.3,6.7,3,5.7,5.7,5.7,1.7,9.6,1.5,0.4,0.0,0.0
Josh Reynolds,,,WR,4000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3.7,3.0,4.1,0.3,11.3,7,6.6,5.6,5.6,3.0,8.2,7.4,1.9,6.6,1.6
Miles Boykin,,,WR,4000,BAL,CIN,32.0,BAL by 13,-3%,33%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.8,3.9,0.5,7.4,6,4.8,5.3,5.3,2.6,7.9,8.0,2.0,0.0,0.0
Benny Snell Jr.,,,RB,4000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-8%,0.0,0.0,0.0,0.0,0.0,9.7,9.7,4.9,0.7,4.4,0.7,0.7,0.3,0.0,-2.0,8,5.2,5.2,5.2,-2.8,13.1,2.9,0.7,1.9,0.5
Frank Gore,,,RB,4000,NYJ,ARI,19.8,ARI by 7,-5%,4%,16%,0.0,0.0,0.0,0.0,0.0,16.3,13.8,9.1,2.5,3.2,1.7,1.3,1.2,0.3,2.2,16,6.0,5.1,5.1,3.0,7.2,5.3,1.3,3.0,0.8
Jalen Richard,,,RB,4000,LV,@KC,21.5,KC by 13,-22%,35%,-2%,0.0,0.0,0.0,0.0,0.0,1.3,1.0,2.7,0.3,11.5,2.3,2.0,2.0,1.0,4.1,7,5.8,5.0,5.0,2.3,7.6,4.8,1.2,7.0,1.8
Jordan Howard,,,RB,4000,MIA,@SF,20.3,SF by 9,-26%,-7%,-45%,0.0,0.0,0.0,0.0,0.0,3.3,4.5,0.0,2.0,0.8,0.3,0.3,0.0,0.0,-3.0,0,4.5,5.0,5.0,2.3,7.8,0.0,0.0,0.0,0.0
Tevin Coleman,,O,RB,4000,SF,MIA,29.3,SF by 9,14%,4%,19%,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.5,1.7,2.0,2.0,0.0,0.5,8.5,0,4.7,4.7,4.7,2.9,6.5,0.0,0.0,0.0,0.0
Tony Pollard,,,RB,4000,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,2%,0.0,0.0,0.0,0.0,0.0,1.7,1.8,2.9,0.5,4.6,1.3,1.8,1.5,0.0,5.1,7,4.2,4.5,4.5,0.1,8.8,3.8,0.9,5.2,1.3
Gus Edwards,,,RB,4000,BAL,CIN,32.0,BAL by 13,-3%,33%,5%,0.0,0.0,0.0,0.0,0.0,7.7,6.8,7.6,0.3,6.2,0.0,0.0,0.3,0.0,0.0,13,5.0,4.2,4.2,1.9,6.5,5.6,1.4,2.5,0.6
Breshad Perriman,,Q,WR,4000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,4.1,0,4.0,4.0,4.0,2.9,5.0,0.0,0.0,0.0,0.0
Peyton Barber,,,RB,4000,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,0.0,0.0,0.0,2.3,6.0,3.1,2.8,1.7,0.3,0.3,0.5,0.0,0.0,6,0.4,4.0,4.0,-3.2,11.3,2.6,0.7,0.0,0.0
Alec Ingold,,,RB,4000,LV,@KC,21.5,KC by 13,-22%,35%,-2%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.0,-1.0,1.7,1.3,0.4,0.3,9.0,1,5.1,3.9,3.9,0.2,7.5,1.3,0.3,4.5,1.1
Boston Scott,,,RB,4000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-53%,0.0,0.0,0.0,0.0,0.0,3.0,4.5,3.8,0.3,3.3,1.3,1.5,1.8,0.0,7.2,9,2.6,3.8,3.8,-0.2,7.9,5.5,1.4,0.3,0.1
Wayne Gallman Jr.,,,RB,4000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,-5%,0.0,0.0,0.0,0.0,0.0,3.3,3.3,6.0,0.0,5.2,1.3,1.3,1.3,0.0,5.3,11,3.4,3.4,3.4,2.4,4.5,5.2,1.3,4.4,1.1
Jordan Wilkins,,,RB,4000,IND,@CLE,23.8,IND by 1.5,24%,-24%,-9%,0.0,0.0,0.0,0.0,0.0,9.0,6.8,4.4,1.3,3.5,0.7,0.5,0.5,0.0,11.0,8,4.5,3.4,3.4,1.0,5.8,3.7,0.9,0.1,0.0
Cam Akers,,,RB,4000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-14%,0.0,0.0,0.0,0.0,0.0,8.5,8.5,7.0,1.0,3.1,0.5,0.5,1.7,0.0,4.0,13,3.3,3.3,3.3,0.5,6.1,5.8,1.4,6.1,1.5
Royce Freeman,,,RB,4000,DEN,@NE,,,-6%,-4%,-19%,0.0,0.0,0.0,0.0,0.0,2.7,2.3,1.8,0.3,3.3,1.3,1.3,0.3,0.8,9.8,3,3.6,3.2,3.2,1.6,4.8,0.0,0.0,0.0,0.0
Devontae Booker,,,RB,4000,LV,@KC,21.5,KC by 13,-22%,35%,-2%,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.8,1.0,5.9,0.3,1.0,0.7,0.3,7.3,5,1.5,3.2,3.2,-0.4,6.8,4.4,1.1,7.7,1.9
Kyle Juszczyk,,,RB,4000,SF,MIA,29.3,SF by 9,14%,4%,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,7.0,1.7,1.8,2.2,0.3,9.6,4,2.2,3.1,3.1,1.3,4.9,3.8,0.9,7.1,1.8
Dontrell Hilliard,,,RB,4000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-35%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.5,2.0,3.8,1.0,1.0,1.0,0.0,2.0,4,3.1,3.1,3.1,3.1,3.1,2.1,0.5,0.0,0.0
J.J. Taylor,,,RB,4000,NE,DEN,,,3%,-9%,-29%,0.0,0.0,0.0,0.0,0.0,5.3,5.3,1.3,1.0,4.4,0.7,0.7,0.2,0.3,2.0,2,2.8,2.8,2.8,0.3,5.3,0.0,0.0,0.0,0.0
Ito Smith,,,RB,4000,ATL,CAR,27.8,ATL by 1,-9%,5%,47%,0.0,0.0,0.0,0.0,0.0,2.3,2.0,1.5,0.5,3.4,1.7,2.0,0.5,0.5,3.3,3,2.6,2.8,2.8,0.4,5.2,3.7,0.9,0.6,0.1
La'Mical Perine,,,RB,4000,NYJ,ARI,19.8,ARI by 7,-5%,4%,16%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8,0.0,3.7,0.7,0.7,0.1,0.0,-0.5,3,2.5,2.5,2.5,0.9,4.1,0.9,0.2,0.0,0.0
Darrel Williams,,,RB,4000,KC,LV,34.5,KC by 13,0%,15%,50%,0.0,0.0,0.0,0.0,0.0,1.0,2.5,3.5,0.0,3.1,1.3,1.5,1.4,0.0,3.3,7,1.7,2.5,2.5,0.6,4.5,4.2,1.1,4.9,1.2
Jakob Johnson,,,RB,4000,NE,DEN,,,3%,-9%,-29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.5,0.0,0.3,3.5,0,2.9,2.2,2.2,-1.2,5.5,0.0,0.0,0.0,0.0
Patrick Ricard,,,RB,4000,BAL,CIN,32.0,BAL by 13,-3%,33%,5%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,-5.0,0.7,0.7,1.1,0.3,5.0,2,2.5,2.5,2.5,-1.5,6.5,1.8,0.5,1.7,0.4
Anthony Sherman,,,RB,4000,KC,LV,34.5,KC by 13,0%,15%,50%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.6,0.0,1.0,0.3,0.3,0.5,0.3,5.0,2,2.5,1.9,1.9,-1.8,5.6,1.4,0.3,0.0,0.0
JaMycal Hasty,,,RB,4000,SF,MIA,29.3,SF by 9,14%,4%,19%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,0.0,4.5,0.5,0.5,0.2,0.0,9.0,2,1.4,1.4,1.4,-0.6,3.4,0.8,0.2,0.0,0.0
Corey Clement,,,RB,4000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-53%,0.0,0.0,0.0,0.0,0.0,1.7,2.8,1.6,0.3,2.7,0.0,0.5,0.2,0.0,1.0,3,0.4,1.3,1.3,-0.6,3.2,0.8,0.2,0.0,0.0
Theo Riddick,,,RB,4000,LV,@KC,21.5,KC by 13,-22%,35%,-2%,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.5,0.0,0.0,0.0,0.0,0.0,2,1.3,1.3,1.3,1.3,1.3,0.6,0.1,0.0,0.0
Keith Smith,,,RB,4000,ATL,CAR,27.8,ATL by 1,-9%,5%,47%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,2.0,1.3,1.0,0.8,0.0,2.0,2,1.3,1.0,1.0,0.3,1.7,0.9,0.2,0.1,0.0
Darrynton Evans,,,RB,4000,TEN,BUF,,,12%,-15%,-13%,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.8,0.0,3.0,0.0,0.0,2.1,0.0,0.0,8,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0
T.J. Yeldon,,,RB,4000,BUF,@TEN,,,3%,39%,-9%,0.0,0.0,0.0,0.0,0.0,1.5,1.5,2.5,0.5,6.0,0.5,0.5,0.4,0.0,0.0,4,0.9,0.9,0.9,-0.4,2.2,0.0,0.0,0.0,0.0
Jaylen Samuels,,,RB,4000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-8%,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,0.7,1.5,1.0,1.0,0.7,0.0,1.7,3,0.9,0.9,0.9,0.2,1.7,1.4,0.3,0.0,0.0
Cullen Gillaspia,,,RB,4000,HOU,JAX,30.0,HOU by 6,5%,16%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,0.4,0.0,6.0,1,0.8,0.8,0.8,-0.3,1.9,0.8,0.2,0.0,0.0
Andy Janovich,,,RB,4000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.5,1.0,0.0,6.5,2,1.1,0.8,0.8,-0.3,1.9,1.0,0.3,0.4,0.1
Alex Armah,,,RB,4000,CAR,@ATL,26.8,ATL by 1,37%,-11%,15%,0.0,0.0,0.0,0.0,0.0,0.3,0.8,2.2,0.3,1.0,0.3,0.3,0.4,0.3,14.0,4,0.9,0.7,0.7,-0.5,1.8,1.6,0.4,0.2,0.1
Jeremy McNichols,,,RB,4000,TEN,BUF,,,12%,-15%,-13%,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.3,3.5,0.7,0.7,0.2,0.3,2.5,0,0.7,0.7,0.7,0.0,1.5,0.0,0.0,0.0,0.0
Patrick Laird,,,RB,4000,MIA,@SF,20.3,SF by 9,-26%,-7%,-45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.4,0.0,4.5,3,0.0,0.7,0.7,-0.7,2.2,1.3,0.3,0.0,0.0
Darwin Thompson,,,RB,4000,KC,LV,34.5,KC by 13,0%,15%,50%,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.5,0.0,5.3,1.0,0.8,0.4,0.0,0.0,4,0.7,0.6,0.6,-0.5,1.6,2.0,0.5,0.0,0.0
Senorise Perry,,O,RB,4000,TEN,BUF,,,12%,-15%,-13%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.5,-0.2,1.1,0.0,0.0,0.0,0.0
Khari Blasingame,,O,RB,4000,TEN,BUF,,,12%,-15%,-13%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,5.0,1,0.5,0.5,0.5,-0.4,1.4,0.0,0.0,0.0,0.0
Bruce Miller,,,RB,4000,JAX,@HOU,24.0,HOU by 6,-15%,52%,36%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,1.0,0,0.0,0.3,0.3,-0.3,0.9,0.0,0.0,0.0,0.0
Chandler Cox,,,RB,4000,MIA,@SF,20.3,SF by 9,-26%,-7%,-45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.3,0.9,0.0,3.0,3,0.4,0.3,0.3,-0.3,1.0,1.2,0.3,1.6,0.4
Jason Huntley,,,RB,4000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-53%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
LeVante Bellamy,,O,RB,4000,DEN,@NE,,,-6%,-4%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Morgan,,,QB,4000,NYJ,ARI,19.8,ARI by 7,-5%,4%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eno Benjamin,,,RB,4000,ARI,@NYJ,26.8,ARI by 7,-4%,8%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Ward,,,RB,4000,ARI,@NYJ,26.8,ARI by 7,-4%,8%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trenton Cannon,,,RB,4000,CAR,@ATL,26.8,ATL by 1,37%,-11%,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,1.5,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,3.6,0.9,-0.1,-0.0
Qadree Ollison,,,RB,4000,ATL,CAR,27.8,ATL by 1,-9%,5%,47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Love,,O,RB,4000,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Jones,,,RB,4000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raymond Calais,,,RB,4000,LAR,@WAS,26.0,LAR by 7,-17%,9%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan Jones,,,RB,4000,BUF,@TEN,,,3%,39%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,,,QB,4000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Watt,,,RB,4000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Killins Jr.,,,RB,4000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-53%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-12.0,1.0,1.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
