Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Maxx Williams,,O,TE,2700,ARI,@NYJ,26.8,ARI by 7,-4%,8%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Oliver,,O,TE,2700,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Seals-Jones,,,TE,2700,KC,LV,34.5,KC by 13,0%,15%,-49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Trautman,,O,TE,2700,NO,LAC,29.0,NO by 7.5,5%,-7%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.3,0.0,11.3,2,2.1,1.6,1.6,-0.3,3.5,0.0,0.0,0.0,0.0
C.J. Uzomah,,O,TE,2500,CIN,@BAL,19.0,BAL by 13,8%,-18%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,0.0,1.0,7.9,0,11.3,11.3,11.3,7.3,15.4,0.0,0.0,0.0,0.0
Lee Smith,,,TE,2500,BUF,@TEN,,,3%,39%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,0.5,1.0,1,3.5,3.5,3.5,-1.5,8.6,0.0,0.0,0.0,0.0
Harrison Bryant,,,TE,2500,CLE,IND,22.3,IND by 1.5,-36%,-36%,-66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.5,1.6,0.3,5.9,2,5.8,4.7,4.7,1.5,8.0,3.0,1.2,0.0,0.0
Foster Moreau,,,TE,2500,LV,@KC,21.5,KC by 13,-22%,35%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,1.5,0.3,16.0,2,5.5,4.1,4.1,-0.5,8.7,2.7,1.1,0.0,0.0
Anthony Firkser,,,TE,2500,TEN,BUF,,,12%,-15%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.4,0.0,8.3,4,3.7,3.7,3.7,-0.7,8.0,0.0,0.0,0.0,0.0
Gerald Everett,1,,TE,2500,LAR,@WAS,26.0,LAR by 7,-17%,9%,48%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,2.0,1.0,1.3,2.5,0.0,10.2,4,4.2,3.6,3.6,0.3,6.9,3.7,1.5,13.0,5.2
MyCole Pruitt,,O,TE,2500,TEN,BUF,,,12%,-15%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,5.7,0,3.6,3.6,3.6,0.0,7.1,0.0,0.0,0.0,0.0
Jason Witten,,,TE,2500,LV,@KC,21.5,KC by 13,-22%,35%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4,0.5,5.8,2,3.7,3.1,3.1,-1.4,7.6,2.4,1.0,2.6,1.0
Ross Dwelley,,,TE,2500,SF,MIA,29.3,SF by 9,14%,4%,-46%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,2.9,0.3,10.8,5,3.5,2.6,2.6,-1.7,6.9,3.2,1.3,0.0,0.0
Richard Rodgers,,,TE,2500,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,8.3,5,5.0,5.0,5.0,2.9,7.1,4.2,1.7,2.8,1.1
Jordan Thomas,,,TE,2500,ARI,@NYJ,26.8,ARI by 7,-4%,8%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0,7.3,7.3,7.3,7.3,7.3,0.0,0.0,0.0,0.0
Blake Jarwin,,O,TE,2500,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,-31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0,2.2,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0
Reggie Gilliam,,,TE,2500,BUF,@TEN,,,3%,39%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.3,0.1,0.3,1.0,0,2.4,1.8,1.8,-1.8,5.3,0.0,0.0,0.0,0.0
Durham Smythe,,Q,TE,2500,MIA,@SF,20.3,SF by 9,-26%,-7%,-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0.0,9.3,0,2.2,1.7,1.7,-0.7,4.0,0.0,0.0,0.0,0.0
Chris Manhertz,,,TE,2500,CAR,@ATL,26.8,ATL by 1,37%,-11%,104%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.8,0.0,9.7,1,1.5,1.5,1.5,0.4,2.6,0.9,0.4,0.0,0.0
Darrell Daniels,,,TE,2500,ARI,@NYJ,26.8,ARI by 7,-4%,8%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,1.0,0.0,8.0,2,1.5,1.1,1.1,-1.1,3.3,1.1,0.4,5.7,2.3
Cethan Carter,,,TE,2500,CIN,@BAL,19.0,BAL by 13,8%,-18%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,1.2,0.3,12.5,2,1.5,1.1,1.1,-0.5,2.7,1.7,0.7,0.0,0.0
Deon Yelder,,,TE,2500,KC,LV,34.5,KC by 13,0%,15%,-49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.0,5.0,1,1.5,1.5,1.5,1.5,1.5,0.3,0.1,0.0,0.0
Levine Toilolo,,,TE,2500,NYG,@DAL,22.3,DAL by 9.5,3%,44%,40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.0,13.0,1,0.0,0.6,0.6,-0.6,1.7,1.1,0.4,0.0,0.0
Stephen Carlson,,,TE,2500,CLE,IND,22.3,IND by 1.5,-36%,-36%,-66%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,1,0.7,0.5,0.5,-0.5,1.5,0.6,0.2,0.0,0.0
Luke Stocker,,,TE,2500,ATL,CAR,27.8,ATL by 1,-9%,5%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.0,3.0,1,0.5,0.4,0.4,-0.4,1.2,1.0,0.4,1.2,0.5
Johnny Mundt,,,TE,2500,LAR,@WAS,26.0,LAR by 7,-17%,9%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,5.0,0,0.5,0.4,0.4,-0.4,1.1,0.4,0.2,0.0,0.0
Adam Shaheen,,,TE,2500,MIA,@SF,20.3,SF by 9,-26%,-7%,-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.9,0.3,1.3,1,0.5,0.3,0.3,-0.3,1.0,1.3,0.5,7.3,2.9
Marcus Baugh,,Q,TE,2500,WAS,LAR,19.0,LAR by 7,-8%,3%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,0,0.4,0.3,0.3,-0.3,0.9,0.0,0.0,0.0,0.0
Devin Asiasi,,,TE,2500,NE,DEN,,,3%,-9%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalton Keene,,,TE,2500,NE,DEN,,,3%,-9%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Okwuegbunam,,,TE,2500,DEN,@NE,,,-6%,-4%,-38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Fort,,O,TE,2500,DEN,@NE,,,-6%,-4%,-38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Beck,,,TE,2500,DEN,@NE,,,-6%,-4%,-38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevon Wesco,,,TE,2500,NYJ,ARI,19.8,ARI by 7,-5%,4%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.2,1.5,0.6
Daniel Brown,,,TE,2500,NYJ,ARI,19.8,ARI by 7,-5%,4%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaeden Graham,,,TE,2500,ATL,CAR,27.8,ATL by 1,-9%,5%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.8,0.3,1.7,0.7
Jeremy Sprinkle,,,TE,2500,WAS,LAR,19.0,LAR by 7,-8%,3%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0
Thaddeus Moss,,O,TE,2500,WAS,LAR,19.0,LAR by 7,-8%,3%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brycen Hopkins,,,TE,2500,LAR,@WAS,26.0,LAR by 7,-17%,9%,48%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,,,TE,2500,TEN,BUF,,,12%,-15%,55%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Sweeney,,O,TE,2500,BUF,@TEN,,,3%,39%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Gentry,,,TE,2500,PIT,PHI,25.3,PIT by 7,-3%,-9%,64%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Perkins,,O,TE,2500,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-40%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Schreck,,,TE,2500,CIN,@BAL,19.0,BAL by 13,8%,-18%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
Tyler Davis,,,TE,2500,JAX,@HOU,24.0,HOU by 6,-15%,52%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0
Pharaoh Brown,,,TE,2500,HOU,JAX,30.0,HOU by 6,5%,16%,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.2,0.5,1.4,0.6
Kahale Warring,,O,TE,2500,HOU,JAX,30.0,HOU by 6,5%,16%,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Carrier,,,TE,2500,LV,@KC,21.5,KC by 13,-22%,35%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
Nick Keizer,,,TE,2500,KC,LV,34.5,KC by 13,0%,15%,-49%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0
Noah Togiai,,,TE,2500,IND,@CLE,23.8,IND by 1.5,24%,-24%,51%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.J. Howard,,O,TE,2500,TB,@CHI,24.0,TB by 3.5,-8%,-4%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.8,0.0,0.8,7.7,0,8.0,9.4,9.4,3.8,15.0,0.0,0.0,0.0,0.0
Donald Parham Jr.,,,TE,2500,LAC,@NO,21.5,NO by 7.5,-5%,-18%,89%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,19.0,1,8.9,8.9,8.9,8.9,8.9,1.2,0.5,0.0,0.0
Jacob Hollister,,,TE,2500,SEA,MIN,32.3,SEA by 7,17%,13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.9,0.3,3.3,2,3.0,2.8,2.8,-1.6,7.1,2.4,1.0,0.0,0.0
Will Dissly,,,TE,2500,SEA,MIN,32.3,SEA by 7,17%,13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.8,1.9,0.0,5.3,3,2.6,2.7,2.7,2.0,3.3,3.3,1.3,8.9,3.6
Demetrius Harris,,,TE,2500,CHI,TB,20.5,TB by 3.5,-1%,-46%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.8,1.4,0.5,3.0,2,2.0,1.5,1.5,-0.6,3.6,2.7,1.1,1.9,0.8
Josh Hill,0,,TE,2500,NO,LAC,29.0,NO by 7.5,5%,-7%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.5,0.0,5.8,2,1.4,1.1,1.1,-0.2,2.4,2.7,1.1,1.1,0.4
Irv Smith Jr.,,,TE,2500,MIN,@SEA,25.3,SEA by 7,61%,-37%,-35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.5,2.9,0.3,2.3,5,0.4,0.9,0.9,-0.2,1.9,4.4,1.8,10.4,4.2
Cole Kmet,,,TE,2500,CHI,TB,20.5,TB by 3.5,-1%,-46%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,1.0,0.3,4.0,2,0.7,0.6,0.6,-0.6,1.7,1.2,0.5,0.0,0.0
Virgil Green,,,TE,2500,LAC,@NO,21.5,NO by 7.5,-5%,-18%,89%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.9,0.0,3.3,1,0.0,0.5,0.5,-0.5,1.5,1.4,0.6,2.4,1.0
Stephen Anderson,,,TE,2500,LAC,@NO,21.5,NO by 7.5,-5%,-18%,89%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0
Garrett Griffin,,,TE,2500,NO,LAC,29.0,NO by 7.5,5%,-7%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanner Hudson,,,TE,2500,TB,@CHI,24.0,TB by 3.5,-8%,-4%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.8,0.3,1.9,0.8
Antony Auclair,,O,TE,2500,TB,@CHI,24.0,TB by 3.5,-8%,-4%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.P. Holtz,,,TE,2500,CHI,TB,20.5,TB by 3.5,-1%,-46%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0
Darion Clark,,O,TE,2500,CHI,TB,20.5,TB by 3.5,-1%,-46%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,,,TE,2500,SEA,MIN,32.3,SEA by 7,17%,13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0
Colby Parkinson,,,TE,2500,SEA,MIN,32.3,SEA by 7,17%,13%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Conklin,,,TE,2500,MIN,@SEA,25.3,SEA by 7,61%,-37%,-35%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.0
